,0,1,3,mean,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU5,1.88244975542455,0.317407306647931,0.0233707008388947,0.741075920970458,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU69,0.085038136575508,0.0138419935858642,0.00178484590103061,0.0335549920208009,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU100,0.0449287885167021,0.00663874412465229,0.000502949900076402,0.0173568275138103,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,Prevotella melaninogenica
OTU112,0.0120565532691188,0.00812537357565253,0.000275307382302256,0.00681907807569119,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?
OTU49,0.119631005021943,0.0184400915971836,0.00113907488579984,0.0464033905016421,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU161,0.0149264522587199,0.00247178231699309,0.000106700810926163,0.00583497846221307,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU305,0.00289200498695657,0.000732587520953768,0,0.00120819750263678,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,uncultured Prevotella sp.
OTU443,0.000536501479734422,8.884394709823e-05,3.92695857058708e-05,0.000221538337512841,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU456,0.0005939488202213,0.000175254762384388,5.29455366912569e-05,0.000274049706432315,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU692,5.4130368330816e-05,0.000137255531006664,0,6.37952997791601e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU351,0.00300754685232837,0.000447449433164898,0,0.00115166542849775,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,Prevotella multisaccharivorax
OTU648,6.74452304642102e-05,2.51240334721657e-05,0,3.08564213121253e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marshii
OTU557,0.000102301250015807,0.000139208873661121,3.92695857058708e-05,9.35932364609327e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?
OTU700,0.000138891011960771,1.55306030533166e-05,0,5.14738716713626e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?
OTU706,5.96600531709191e-05,0,0,1.98866843903064e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oralis
OTU733,0.000164713552931062,0,8.9349713910999e-05,8.46877556140203e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,uncultured Prevotella sp.
OTU301,0.00133310141531214,0.000620966522366115,0.000192375367284321,0.000715481101654192,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU545,6.10684949429023e-05,1.55306030533166e-05,0,2.55330326654063e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?
OTU695,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Prevotella zoogleoformans
OTU523,0.000343997766257871,3.44296014824663e-05,0.000105585427200285,0.00016133759831354,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,?,?
OTU124,0.0245174926820061,0.00224779473762431,0.000746002162574701,0.00917042986073504,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,?
OTU173,0.0109127331630368,0.00106552334298569,0.00069773821904595,0.00422533157502282,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,uncultured Porphyromonas sp.
OTU29,0.268877210525119,0.0698627795424643,0.0288177823382049,0.122519257468596,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas pasteri
OTU272,0.000953189265341676,0.000450710169521148,0.000833969927442252,0.000745956454101692,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,F0058,Bacteroidetes oral
OTU128,0.0129268897229023,0.0018460866928761,0.00553782524278626,0.00677026721952154,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis
OTU708,0,1.55306030533166e-05,9.22151223971277e-05,3.59152418168148e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica
OTU590,0.000325608764651783,0,0,0.000108536254883928,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Bacteroidetes sp.
OTU615,0.000173885271983848,0,0,5.79617573279494e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?
OTU723,0.000121037030597727,3.07825146964532e-05,0,5.06065150980601e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,Bacteroidales genomosp.
OTU728,3.24651821185405e-05,9.59343041884917e-06,3.92695857058708e-05,2.71093994144202e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,Bacteroidales oral
OTU666,7.4208749211532e-05,7.62137032238396e-05,0,5.01408174784572e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?
OTU754,0.000136222640871638,3.04854812895359e-05,0,5.55693740537246e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-2534-18B5 gut group,?,?
OTU580,0.000289478793152912,0,0,9.64929310509707e-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,uncultured Bacteroidetes bacterium,?
OTU255,0.0010112971390617,0.000111977067096659,0.00373848503976248,0.00162058641530695,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,?
OTU339,8.96758221791404e-05,8.50638348017971e-05,0.000224137773468483,0.00013295914348314,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,Flavobacteriaceae bacterium
OTU380,0.000639543946107976,0.000377286236839466,0.000247955057162578,0.000421595080036674,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,?
OTU563,0.000159962486397219,0,0.00011383619587258,9.12662274232662e-05,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,?
OTU267,0.00071689038023722,0.00304374362407353,0.00107684074696935,0.00161249158376003,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena
OTU153,0.00323940745050196,0.0103969018861466,0.00175059249847895,0.00512896727837585,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga leadbetteri
OTU401,0.00037823065740212,0.000701750965474791,0.000195037023172027,0.000425006215349646,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,uncultured Capnocytophaga sp.
OTU629,7.82945424606488e-05,0,5.00801282051282e-05,4.27915568885923e-05,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,?
OTU215,0.00655787741175962,0.00233100845590785,0.00110950361824318,0.00333279649530355,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,?
OTU538,2.76380520700901e-05,0.00044203947869827,3.50932603393518e-05,0.000168256930369237,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,?
OTU556,3.06630183896583e-05,0.000137184665802911,3.92695857058708e-05,6.90390899661468e-05,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis
OTU129,0.00432004694959286,0.00194087083564299,0.000870451680231731,0.00237712315515586,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Candidatus Saccharibacteria bacterium UB2523,?,?
OTU147,0.00968328209265498,0.00390937713303633,0.00191830972236686,0.00517032298268606,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas,TM7 phylum
OTU429,5.36262551087401e-05,9.59343041884917e-06,0.000101389898397634,5.48698613084077e-05,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas,?
OTU374,0.000975233622000965,9.59343041884917e-06,0,0.000328275684139938,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas,?
OTU569,0.000546017361886147,0,1.7648512230419e-05,0.000187888624705522,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas,TM7 phylum
OTU123,0.0138809367128143,0.000977584420862092,0.00376202104016077,0.00620684739127904,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,?,?,?
OTU462,8.49740672828485e-05,1.91868608376983e-05,6.6412086999834e-05,5.68576717067936e-05,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured Candidatus Saccharibacteria bacterium,?,?
OTU568,0.000228183768839487,1.52427406447679e-05,0.000397578924984357,0.000213668478156204,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,?,?,?
OTU345,0.000668553678416325,0.00170164080774541,5.07526736695929e-05,0.000806982386610444,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,?,?
OTU201,0.0037899085003376,0.00380095604844242,0.000457277836774728,0.00268271412851825,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured Candidatus Saccharibacteria bacterium,?
OTU396,0.000117473340613876,0.000579277154948628,0.000132824173999668,0.000276524889854058,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured Candidatus Saccharibacteria bacterium,?
OTU400,0.000229260044429134,0.000284146654781093,9.9618130499751e-05,0.000204341609903326,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,?,?
OTU451,0.000430564523914792,0,5.78285383836924e-05,0.000162797687432828,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,?,?
OTU457,0.00028046428415995,2.67215348849638e-05,5.29455366912569e-05,0.00012004378524539,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,?
OTU515,5.28946527195588e-05,3.3270270505586e-05,0.000205407321821522,9.71907483488889e-05,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,?
OTU322,0.000551388664733023,0.000149009295152108,0.000283194978169012,0.000327864312684714,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,candidate division
OTU44,0.0868767047095458,0.0126470525761015,0.0351898601690271,0.0449045391515581,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,Candidatus Saccharibacteria
OTU117,0.03974446055586,0.00098886209220393,0.00190211191873406,0.014211811522266,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),SR1 bacterium oral taxon 875,?,?
OTU184,0.00821113371175007,0.00019748182977433,0.000227570509684416,0.00287872868373627,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),?,?,?
OTU406,0.000443799470121049,0.000376932439327511,3.51951424000949e-05,0.000285309017282885,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Metamycoplasma faucium
OTU303,0.000102018226731922,0,0.000844688593197133,0.000315568939976352,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,?,?,?
OTU611,0,3.22930953006639e-05,0.000100063326466837,4.41188072558337e-05,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Triticum aestivum (bread wheat),?,?
OTU253,0.000236838543781297,0.0127886594009603,0.000876233871223399,0.00463391060532166,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria bacterium oral taxon 873,?,?,?
OTU674,7.43559578488258e-05,0.000125336842764931,0,6.65642668712522e-05,Bacteria,Proteobacteria,?,?,?,?,?
OTU767,2.25443560204703e-05,0,0,7.51478534015676e-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,?,?
OTU454,1.98636091058546e-05,0.000174645488479124,0.00396945302854107,0.00138798737537535,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,?
OTU533,8.11866236918805e-06,6.26684213824654e-05,0.000175445712713399,8.2077598821684e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,?
OTU712,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,?,?
OTU70,0.0221313213317801,0.0124868169958681,6.5275261119706e-05,0.0115611378629226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,?
OTU25,0.0441101965153811,0.000851546664710397,0,0.0149872477266972,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,?
OTU97,0.185320403844658,0.000510416103920663,0,0.0619436066495261,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,?
OTU468,0.127338550655926,9.59343041884917e-06,0.000165011796278485,0.0425043852942078,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Methylobacterium sp.
OTU48,0.000388809129731638,9.59343041884917e-06,0.486430690700357,0.162276364420169,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,?
OTU134,0.0415193173016447,0.00232791752508086,0,0.0146157449422419,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,?
OTU67,0.0013393973764995,3.47266348893836e-05,0.000189328010567278,0.000521150673985388,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,?
OTU448,0.00110536950557913,9.59343041884917e-06,0,0.000371654311999326,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,?
OTU426,0.0455368228940715,0,0,0.0151789409646905,Bacteria,Proteobacteria,Alphaproteobacteria,?,uncultured Rhodospirillales bacterium,?,?
OTU776,0.0181818181818182,0,0.000381666405087222,0.00618782819563513,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Reyranella sp.
OTU746,1.39604361240245e-05,4.79671520942459e-05,0,2.06425294060901e-05,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,?
OTU378,0.000543777921663432,0.000464674811824286,0.00043018909173819,0.000479547275075303,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Fretibacterium,?
OTU500,0.000195953988971932,0.000217471435428775,0.000145160659088385,0.000186195361163031,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,?,?
OTU144,0,0,0.0741029641185647,0.0247009880395216,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus pasadenensis
OTU27,1.28325227456466e-05,0,0.82252685141988,0.274179894647542,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,?
OTU47,0,0,0.422011729116912,0.140670576372304,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,?
OTU299,0.00195933867835767,0.000531891805651991,0.000259453019944458,0.00091689450131804,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,?,?
OTU487,5.59899177652832e-05,0,0,1.86633059217611e-05,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,?
OTU541,0.0015205551408587,0,0,0.000506851713619566,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
OTU24,0.41566199037057,0.128357383096354,0.0521578902216143,0.198725754562846,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,?
OTU79,0.0340097938792062,0.0270132910958332,0.00380306395585174,0.021608716310297,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,?
OTU440,0.000229075634830126,0.000230339012030533,0,0.00015313821562022,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
OTU9,0.977820866334874,0.272806932275653,0.0263937541686602,0.425673850926396,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,?
OTU2,4.21784840124868,1.46113278501973,1.29645272498901,2.3251446370858,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,?
OTU225,0.00701429772953033,0.00144980410809283,1.5938795027096e-05,0.00282668021088342,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
OTU329,0.000417827351016934,0.000131109634792548,0.000266732599820347,0.00027188986187661,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans
OTU505,5.02178436833926e-05,0.000669543527049529,0,0.000239920456910974,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,?,?
OTU543,4.19524672725974e-05,0.000501347371059723,5.00801282051282e-05,0.00019779332217915,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,?,?
OTU34,0.128193495986763,0.0366282260078853,0.0924198318565024,0.0857471846170503,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,?
OTU258,0.000260619749276753,0.000113664800642392,0.0020783881344276,0.000817557561448915,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
OTU252,0.000133442015484225,0,0.0019392404355142,0.000690894150332807,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,?
OTU35,0.14804439855153,0.0461082635784982,0.168592330499471,0.120914997543166,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella haemolysans
OTU233,0.00482085533831602,0.00121753999722273,0.00518086239674243,0.00373975257742706,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,?,?
OTU122,0.00851585837051684,0.00383976649434971,0.00554137993925421,0.00596566826804025,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva
OTU642,0,0.000156767893935322,2.74842309225082e-05,6.14173749526101e-05,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,?
OTU364,0.000632846729623901,0.00090708732722182,0,0.000513311352281907,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Lactobacillus salivarius
OTU432,0.000103333647898616,0.000399682980681969,0,0.000167672209526862,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kitasatonis
OTU474,5.0105749638807e-05,0.000250673685529861,0,0.00010025981172289,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,?,?
OTU311,0.0020245284212847,0.000368308344863851,0.000100160256410256,0.000830999007519601,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Lactobacillus mucosae
OTU703,0.000118928021878333,3.83737216753967e-05,0,5.24339145179098e-05,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Lactobacillus fermentum
OTU785,1.82195824071712e-05,2.23954134193317e-05,0.000100160256410256,4.69250840789198e-05,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Lactobacillus gastricus
OTU634,3.64391648143425e-05,8.63408737696426e-05,1.7648512230419e-05,4.68095169381347e-05,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae UCG-006,?
OTU495,0.000372964236873731,0,0,0.000124321412291244,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Mycoplasmataceae genomosp.
OTU763,8.65013461772866e-05,0,0,2.88337820590955e-05,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,?
OTU121,0.0128429772948212,0.00464799904066569,0.0307719279944016,0.0160876347766295,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,?,?
OTU531,0.000152032524482071,0.000522232309225326,4.84566555216359e-05,0.000240907163076344,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia extructa
OTU716,4.68171595281903e-05,6.26684213824654e-05,0,3.64951936368852e-05,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Eggerthia,Eggerthia catenaformis
OTU659,7.53789826033876e-05,9.20321686857048e-05,0,5.58037170963642e-05,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,?,?
OTU464,0.000583414746368466,0.000531914893617021,5.69180979362898e-05,0.000390749245973926,Bacteria,Firmicutes,Bacilli,RF39,?,?,?
OTU577,0.000176844047476221,9.59343041884917e-06,0.000363074667214843,0.000183170715036638,Bacteria,Firmicutes,Bacilli,RF39,Firmicutes oral clone FM046,?,?
OTU388,0.00194008857198462,0.000134925735371129,0.000216652471615219,0.000763888926323657,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,?,?
OTU511,0.000206266863775055,0.00014253528434681,0,0.000116267382707288,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,?
OTU308,0.00179486885148996,0.000355410413452792,0,0.000716759754980916,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,?
OTU673,8.59196047357114e-05,0,0,2.86398682452371e-05,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,Veillonellaceae bacterium
OTU157,0.00957408109694174,0.00421695745322467,0.00175637675042501,0.00518247176686381,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,?
OTU191,0.026543709989728,0.000330304721977364,0.000604637928581591,0.00915955088009566,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,?,?
OTU167,0.00466555791979879,0.00481605949760367,0.00113779803997374,0.00353980515245873,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,?
OTU169,0.010342855404024,0.00305491155213046,0.00100586679777643,0.00480121125131031,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,?
OTU551,0.000114633996681309,0.00011512116502619,0,7.65850539024997e-05,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,?,?
OTU613,0.000248281367383779,6.94349277820298e-05,0.000117808757117612,0.000145175017427807,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sputigena
OTU403,0.00040844283005927,4.65918091599497e-05,0,0.000151678213073073,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,?,?
OTU65,0.0862091104139363,0.010186047251646,0.00430715150928938,0.0335674363916239,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis
OTU268,0.00188129059753364,0.00127527739439945,0.000719948540849088,0.00129217217759406,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister invisus
OTU347,0.000715913060018101,0.000961441412583348,3.92695857058708e-05,0.000572208019435773,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister pneumosintes
OTU186,0.0119777551747888,0.00114677531667445,0.0010988792014969,0.00474113656432006,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,?
OTU259,0.00444559955598661,0.000854160069401322,0.000131967964188169,0.00181057586319204,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,?
OTU10,0.923036853142753,0.184585391212647,0.0763463499722188,0.394656198109206,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella parvula
OTU137,0.0189405868523251,0.000473718814301165,0.000508131354352082,0.0066408123403261,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,?
OTU183,0.00799642272782949,0.00191454523402146,0.00177319279168215,0.0038947202511777,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,?,?
OTU244,0.00203168778417638,0.00121266169383767,0.000165482288772837,0.00113661058892896,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus
OTU352,0.000811176461554951,0.000344035435033556,0.000896363803209456,0.000683858566599321,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,Peptococcus-like sp.
OTU111,0.0406350297081126,0.0081342833323434,0.00832082925555592,0.019030047432004,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Parvimonas,Peptostreptococcus sp.
OTU636,0.000241992504232599,0.000143901456282738,0,0.000128631320171779,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Parvimonas,?
OTU605,0.00013214820530017,1.91868608376983e-05,1.75466301696759e-05,5.62938987691813e-05,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053,Peptostreptococcaceae bacterium
OTU607,1.82195824071712e-05,0.000970511802026516,5.34287927764272e-05,0.000347386725736705,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Murdochiella,uncultured Peptostreptococcaceae bacterium
OTU701,0.000144353456812556,0,0,4.81178189375186e-05,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,?,?
OTU619,0.000148622070565641,5.7560582513095e-05,0.000192645279798871,0.000132942644292536,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoanaerobacter,Peptoanaerobacter stomatis
OTU721,1.53268449689631e-05,4.65107877104482e-05,3.55669369753877e-05,3.2468189884933e-05,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,[Eubacterium] yurii group,?
OTU242,0.00197140140769537,0.000691090285664643,0.000778687770153872,0.00114705982117129,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Filifactor,Filifactor alocis
